course1,course2,course3,count
0,10,159,1
0,10,162,1
0,10,163,2
0,10,164,1
0,10,165,1
0,10,172,1
0,10,173,1
0,10,174,4
0,10,182,3
0,11,20,1
0,11,34,1
0,11,85,1
0,11,97,1
0,12,14,1
0,12,19,1
0,12,27,1
0,12,28,1
0,12,35,1
0,12,37,1
0,12,47,3
0,12,48,1
0,12,49,6
0,12,55,1
0,12,59,1
0,12,64,1
0,12,74,3
0,12,79,1
0,12,86,2
0,12,94,1
0,12,98,1
0,12,107,1
0,12,108,1
0,12,118,2
0,12,130,1
0,12,142,2
0,12,150,1
0,12,153,1
0,12,154,1
0,12,155,1
0,12,163,2
0,12,164,1
0,12,169,1
0,12,174,1
0,12,178,2
0,12,199,2
0,13,14,4
0,13,25,1
0,13,26,1
0,13,27,1
0,13,30,1
0,13,52,2
0,13,54,1
0,13,55,1
0,13,59,3
0,13,64,1
0,13,67,1
0,13,73,3
0,13,74,1
0,13,76,1
0,13,77,1
0,13,89,1
0,13,94,2
0,13,120,1
0,13,128,1
0,13,139,1
0,13,147,1
0,13,149,1
0,13,151,1
0,13,163,3
0,13,164,1
0,13,166,1
0,13,167,1
0,13,171,1
0,13,172,1
0,13,173,2
0,13,179,1
0,13,180,1
0,13,182,1
0,13,184,1
0,13,191,1
0,13,194,1
0,14,15,8
0,14,17,1
0,14,24,1
0,14,30,1
0,14,33,1
0,14,35,1
0,14,47,1
0,14,48,3
0,14,49,1
0,14,60,1
0,14,73,7
0,14,76,1
0,14,83,1
0,14,94,1
0,14,101,1
0,14,111,2
0,14,121,1
0,14,144,1
0,14,147,1
0,14,150,1
0,14,155,2
0,14,163,1
0,14,165,1
0,14,178,1
0,15,19,1
0,15,30,1
0,15,38,1
0,15,44,1
0,15,47,1
0,15,49,1
0,15,55,1
0,15,68,1
0,15,79,1
0,15,112,1
0,15,141,1
0,15,147,1
0,15,149,1
0,15,154,1
0,16,19,2
0,16,29,1
0,16,53,1
0,16,57,1
0,16,76,1
0,16,78,1
0,16,80,1
0,16,84,1
0,16,88,1
0,16,94,1
0,16,108,1
0,16,113,1
0,16,124,1
0,16,166,1
0,16,176,1
0,17,23,1
0,17,25,2
0,17,28,1
0,17,48,1
0,17,52,1
0,17,88,1
0,17,100,1
0,17,111,1
0,17,129,2
0,17,139,1
0,17,142,1
0,17,146,1
0,17,149,1
0,17,175,1
0,17,184,1
0,17,191,1
0,17,193,1
0,17,199,1
0,18,38,1
0,18,55,1
0,18,59,1
0,18,62,1
0,18,87,1
0,18,107,1
0,18,128,1
0,18,152,1
0,18,160,1
0,18,162,1
0,18,165,1
0,18,172,1
0,18,174,1
0,19,29,1
0,19,35,2
0,19,37,1
0,19,40,1
0,19,59,1
0,19,98,1
0,19,127,1
0,19,160,1
0,19,162,1
0,19,167,1
0,19,175,1
0,19,179,1
0,19,195,1
0,19,197,1
0,20,31,1
0,20,39,1
0,20,47,1
0,20,51,1
0,20,63,1
0,20,101,1
0,20,109,1
0,20,120,1
0,20,127,2
0,20,144,1
0,20,155,1
0,20,158,1
0,20,180,1
0,20,183,1
0,20,188,1
0,20,196,1
0,20,197,1
0,21,24,1
0,21,48,1
0,21,89,1
0,21,109,1
0,21,133,1
0,21,138,1
0,21,155,1
0,21,166,1
0,21,167,1
0,22,27,2
0,22,39,1
0,22,46,1
0,22,59,1
0,22,65,1
0,22,77,1
0,22,85,1
0,22,102,1
0,22,109,1
0,22,135,1
0,22,138,2
0,22,146,1
0,22,165,1
0,22,172,1
0,22,196,1
0,23,60,1
0,23,75,1
0,23,83,1
0,23,84,1
0,23,86,1
0,23,91,1
0,23,110,1
0,23,131,1
0,23,141,2
0,23,150,1
0,23,170,1
0,23,179,1
0,23,183,1
0,24,38,1
0,24,43,1
0,24,44,1
0,24,48,1
0,24,54,1
0,24,60,1
0,24,61,1
0,24,76,1
0,24,107,1
0,24,130,1
0,24,131,1
0,24,133,1
0,24,134,1
0,24,199,1
0,25,60,1
0,25,64,1
0,25,75,1
0,25,102,1
0,25,116,1
0,25,117,1
0,25,122,1
0,25,131,1
0,25,149,1
0,25,181,1
0,25,195,1
0,26,30,1
0,26,36,1
0,26,42,1
0,26,74,1
0,26,86,1
0,26,89,1
0,26,96,1
0,26,113,1
0,26,121,1
0,26,122,1
0,26,123,2
0,26,126,1
0,26,127,1
0,26,131,1
0,26,144,1
0,26,147,1
0,26,148,1
0,26,157,2
0,26,162,1
0,26,180,1
0,27,55,1
0,27,56,1
0,27,71,1
0,27,132,1
0,27,134,1
0,27,139,1
0,27,143,1
0,27,149,1
0,27,154,1
0,27,156,1
0,27,157,3
0,27,198,1
0,28,54,1
0,28,77,1
0,28,93,1
0,28,119,2
0,28,132,1
0,28,143,2
0,28,160,1
0,28,193,1
0,29,39,1
0,29,63,1
0,29,65,1
0,29,78,1
0,29,90,1
0,29,112,1
0,29,119,1
0,29,133,1
0,29,168,1
0,29,169,1
0,29,189,1
0,29,199,1
0,30,36,1
0,30,45,1
0,30,47,1
0,30,48,2
0,30,60,1
0,30,71,1
0,30,87,1
0,30,92,1
0,30,108,1
0,30,121,1
0,30,136,1
0,30,149,1
0,30,163,1
0,30,186,1
0,31,45,1
0,31,61,1
0,31,64,1
0,31,77,1
0,31,90,1
0,31,91,1
0,31,113,1
0,31,125,1
0,31,135,1
0,31,150,1
0,31,162,2
0,31,175,1
0,32,38,1
0,32,46,1
0,32,48,1
0,32,77,1
0,32,110,1
0,32,115,1
0,32,117,1
0,32,132,1
0,32,141,1
0,32,147,1
0,32,151,1
0,32,152,1
0,32,157,1
0,32,164,1
0,32,181,1
0,32,192,1
0,33,34,1
0,33,51,2
0,33,52,1
0,33,56,1
0,33,75,1
0,33,79,1
0,33,114,1
0,33,117,1
0,33,124,1
0,33,127,1
0,33,143,1
0,33,145,1
0,33,150,1
0,34,40,1
0,34,47,1
0,34,66,1
0,34,86,1
0,34,96,1
0,34,100,1
0,34,102,1
0,34,106,1
0,34,116,1
0,34,117,1
0,34,118,1
0,34,120,2
0,34,127,1
0,34,139,1
0,34,165,1
0,34,171,1
0,34,175,1
0,34,188,1
0,35,44,1
0,35,54,1
0,35,57,1
0,35,68,1
0,35,88,1
0,35,97,1
0,35,103,1
0,35,116,1
0,35,122,1
0,35,147,1
0,35,154,1
0,35,174,2
0,35,196,1
0,36,42,1
0,36,48,1
0,36,52,1
0,36,58,1
0,36,61,1
0,36,70,1
0,36,72,1
0,36,79,1
0,36,85,1
0,36,106,1
0,36,121,1
0,36,166,1
0,36,169,1
0,36,171,1
0,36,185,1
0,36,195,1
0,37,42,1
0,37,60,1
0,37,70,1
0,37,74,1
0,37,76,1
0,37,96,1
0,37,163,1
0,37,168,1
0,37,180,1
0,37,181,1
0,37,187,2
0,37,188,1
0,37,193,1
0,38,66,1
0,38,73,1
0,38,74,1
0,38,106,1
0,38,133,1
0,38,148,1
0,38,152,1
0,38,171,1
0,38,190,1
0,38,199,1
0,39,79,1
0,39,115,1
0,39,120,2
0,39,154,1
0,39,199,1
0,40,53,1
0,40,55,1
0,40,132,1
0,40,146,1
0,40,153,1
0,40,172,1
0,40,185,1
0,40,189,1
0,41,54,1
0,41,66,1
0,41,71,1
0,41,81,1
0,41,84,1
0,41,97,1
0,41,101,1
0,41,116,1
0,41,122,1
0,41,183,1
0,41,199,1
0,42,47,1
0,42,48,1
0,42,55,1
0,42,63,1
0,42,72,1
0,42,79,1
0,42,81,1
0,42,87,1
0,42,97,1
0,42,108,1
0,42,118,1
0,42,121,1
0,42,155,1
0,42,167,1
0,42,174,1
0,43,44,1
0,43,50,1
0,43,53,1
0,43,54,1
0,43,75,1
0,43,107,1
0,43,110,1
0,43,115,1
0,43,117,1
0,43,125,1
0,43,157,1
0,44,51,1
0,44,54,1
0,44,58,1
0,44,87,1
0,44,101,1
0,44,107,1
0,44,122,1
0,44,155,2
0,44,160,1
0,44,191,1
0,45,94,1
0,45,97,1
0,45,142,1
0,45,156,1
0,45,164,1
0,45,174,1
0,45,176,1
0,45,189,1
0,46,48,1
0,46,50,1
0,46,63,1
0,46,64,1
0,46,84,1
0,46,88,1
0,46,94,1
0,46,98,1
0,46,105,1
0,46,107,1
0,46,120,1
0,46,132,1
0,46,197,1
0,46,198,1
0,47,48,2
0,47,60,1
0,47,76,1
0,47,87,1
0,47,90,1
0,47,120,1
0,47,155,1
0,47,164,1
0,47,181,1
0,47,182,1
0,47,197,1
0,47,199,1
0,48,49,2
0,48,51,1
0,48,65,1
0,48,72,1
0,48,73,1
0,48,82,1
0,48,94,1
0,48,112,1
0,48,115,1
0,48,118,1
0,48,141,1
0,48,142,2
0,48,147,2
0,48,163,1
0,48,175,1
0,48,180,1
0,49,52,1
0,49,60,4
0,49,71,1
0,49,74,1
0,49,85,1
0,49,86,1
0,49,88,1
0,49,106,2
0,49,117,1
0,49,118,1
0,49,127,2
0,49,142,1
0,49,157,1
0,49,168,1
0,49,179,1
0,49,198,1
0,50,71,1
0,50,74,2
0,50,78,1
0,50,81,1
0,50,93,1
0,50,99,1
0,50,101,1
0,50,107,1
0,50,113,1
0,50,116,1
0,50,174,1
0,50,180,1
0,50,183,1
0,50,194,1
0,50,197,1
0,51,82,1
0,51,84,1
0,51,98,1
0,51,101,1
0,51,109,2
0,51,128,1
0,51,134,1
0,51,142,1
0,51,148,1
0,51,161,1
0,51,198,1
0,52,65,1
0,52,92,1
0,52,104,1
0,52,105,1
0,52,153,1
0,52,183,1
0,53,62,1
0,53,68,2
0,53,70,1
0,53,78,1
0,53,110,1
0,53,127,1
0,53,155,1
0,53,158,1
0,53,166,1
0,53,175,1
0,53,194,1
0,54,55,2
0,54,57,1
0,54,66,1
0,54,67,1
0,54,123,1
0,54,129,1
0,54,149,1
0,54,153,1
0,54,158,1
0,54,167,1
0,55,63,1
0,55,72,1
0,55,73,1
0,55,75,2
0,55,133,1
0,55,157,1
0,55,172,1
0,55,187,1
0,55,198,1
0,56,71,2
0,56,74,1
0,56,88,1
0,56,97,1
0,56,100,1
0,56,111,1
0,56,124,1
0,56,131,1
0,56,139,1
0,56,163,1
0,56,168,1
0,56,171,1
0,56,175,1
0,56,185,1
0,57,74,1
0,57,75,1
0,57,78,1
0,57,86,1
0,57,92,1
0,57,96,1
0,57,101,1
0,57,103,1
0,57,110,1
0,57,113,1
0,57,134,1
0,57,136,1
0,57,138,1
0,57,151,1
0,57,161,1
0,57,177,1
0,57,183,1
0,57,192,1
0,57,193,1
0,58,61,1
0,58,104,1
0,58,107,1
0,58,125,1
0,58,141,2
0,58,165,1
0,58,186,1
0,58,198,1
0,59,60,2
0,59,93,1
0,59,106,1
0,59,112,1
0,59,113,1
0,59,131,1
0,59,135,1
0,59,160,1
0,59,163,1
0,59,177,2
0,59,183,1
0,60,69,1
0,60,70,1
0,60,79,1
0,60,87,2
0,60,90,1
0,60,127,1
0,60,131,1
0,60,135,1
0,60,138,1
0,60,154,1
0,60,160,1
0,60,164,1
0,60,177,1
0,60,182,1
0,60,193,1
0,60,195,1
0,61,84,1
0,61,92,1
0,61,101,1
0,61,106,1
0,61,109,1
0,61,131,1
0,61,158,1
0,61,167,1
0,61,172,1
0,61,193,1
0,62,65,1
0,62,88,1
0,62,92,1
0,62,93,1
0,62,105,1
0,62,108,1
0,62,126,1
0,62,133,1
0,62,136,1
0,62,142,1
0,62,154,1
0,62,164,1
0,62,166,1
0,62,178,1
0,63,70,1
0,63,76,1
0,63,116,1
0,63,118,1
0,63,122,1
0,63,125,1
0,63,133,1
0,63,154,1
0,63,161,1
0,63,171,1
0,63,178,1
0,63,188,2
0,63,189,1
0,63,198,1
0,64,74,1
0,64,77,1
0,64,98,1
0,64,100,1
0,64,106,1
0,64,143,1
0,64,162,1
0,64,181,1
0,64,189,1
0,65,75,1
0,65,84,1
0,65,104,1
0,65,107,1
0,65,108,1
0,65,118,1
0,65,130,1
0,65,142,1
0,65,190,1
0,65,191,1
0,65,194,1
0,66,91,1
0,66,100,1
0,66,103,1
0,66,121,1
0,66,126,1
0,66,135,1
0,66,140,1
0,66,158,1
0,66,164,1
0,66,191,1
0,67,72,1
0,67,90,1
0,67,100,1
0,67,112,1
0,67,114,1
0,67,150,1
0,67,163,1
0,67,184,1
0,68,73,1
0,68,77,1
0,68,87,2
0,68,88,1
0,68,106,1
0,68,115,1
0,68,122,1
0,68,129,1
0,68,135,1
0,68,147,1
0,68,152,1
0,68,165,1
0,68,174,1
0,68,179,2
0,69,77,1
0,69,83,1
0,69,107,1
0,69,120,1
0,69,121,1
0,69,159,1
0,69,172,1
0,69,179,1
0,69,181,1
0,69,183,1
0,69,195,1
0,70,72,1
0,70,118,1
0,70,123,1
0,70,134,1
0,70,137,1
0,70,140,1
0,70,151,1
0,70,170,1
0,70,178,1
0,70,183,1
0,70,198,1
0,71,77,1
0,71,86,1
0,71,101,1
0,71,109,2
0,71,117,1
0,71,146,2
0,71,155,1
0,71,171,1
0,71,196,1
0,72,78,1
0,72,85,1
0,72,88,1
0,72,116,1
0,72,135,1
0,72,138,1
0,72,159,1
0,72,173,1
0,72,178,1
0,72,181,2
0,72,193,1
0,73,87,1
0,73,105,1
0,73,106,1
0,73,121,1
0,73,125,1
0,73,142,1
0,73,156,1
0,73,171,1
0,73,182,1
0,73,187,1
0,74,112,1
0,74,113,1
0,74,116,1
0,74,118,2
0,74,126,1
0,74,129,1
0,74,141,1
0,74,190,1
0,74,192,1
0,74,195,1
0,75,98,1
0,75,101,1
0,75,102,1
0,75,122,1
0,75,127,1
0,75,181,1
0,75,182,1
0,75,198,1
0,76,87,1
0,76,113,1
0,76,131,1
0,76,139,1
0,76,146,1
0,76,150,1
0,76,156,1
0,76,167,1
0,76,184,2
0,77,92,1
0,77,96,1
0,77,107,1
0,77,115,1
0,77,174,1
0,77,187,1
0,77,194,1
0,78,91,1
0,78,106,1
0,78,113,1
0,78,114,1
0,78,138,1
0,78,156,1
0,78,158,1
0,78,195,1
0,79,118,1
0,79,121,1
0,79,127,1
0,79,146,1
0,79,171,1
0,79,185,1
0,79,186,2
0,79,191,1
0,80,81,1
0,80,88,1
0,80,89,1
0,80,116,1
0,80,120,1
0,80,125,1
0,80,146,2
0,80,155,1
0,80,158,1
0,80,163,1
0,80,171,1
0,80,175,1
0,80,191,1
0,81,82,1
0,81,87,1
0,81,90,1
0,81,117,1
0,81,122,1
0,81,128,1
0,81,148,1
0,81,173,1
0,81,180,1
0,81,190,1
0,82,97,2
0,82,103,1
0,82,104,1
0,82,140,1
0,82,153,1
0,83,91,2
0,83,98,1
0,83,99,1
0,83,113,1
0,83,128,1
0,83,135,1
0,83,149,1
0,83,158,1
0,83,167,1
0,83,199,1
0,84,118,1
0,84,122,1
0,84,176,1
0,84,179,1
0,84,192,1
0,85,86,1
0,85,106,1
0,85,114,1
0,85,125,1
0,85,136,1
0,85,172,1
0,85,179,1
0,85,182,1
0,85,183,1
0,86,94,1
0,86,118,1
0,86,134,1
0,86,143,1
0,86,144,1
0,86,156,1
0,86,175,1
0,86,177,1
0,87,89,1
0,87,104,1
0,87,119,1
0,87,124,2
0,87,125,1
0,87,132,1
0,87,133,1
0,87,135,1
0,87,138,1
0,87,145,1
0,87,159,1
0,87,160,1
0,87,193,1
0,88,103,2
0,88,111,1
0,88,117,1
0,88,139,1
0,88,165,1
0,88,166,1
0,88,181,1
0,88,183,1
0,89,92,1
0,89,93,1
0,89,129,1
0,89,179,1
0,89,192,1
0,90,110,1
0,90,157,1
0,90,161,1
0,90,163,1
0,90,169,1
0,90,182,1
0,90,184,1
0,90,189,1
0,91,105,1
0,91,107,1
0,91,133,1
0,91,158,1
0,91,166,1
0,91,197,1
0,92,106,1
0,92,109,1
0,92,143,1
0,92,145,1
0,92,166,1
0,92,171,1
0,93,116,1
0,93,157,1
0,93,158,1
0,93,175,1
0,93,176,1
0,93,181,1
0,93,190,1
0,93,197,1
0,94,96,1
0,94,120,1
0,94,147,1
0,94,160,1
0,94,166,1
0,94,175,1
0,94,189,1
0,94,199,1
0,95,107,1
0,95,127,1
0,95,145,1
0,95,157,1
0,95,171,1
0,95,179,1
0,95,194,1
0,96,108,1
0,96,146,1
0,96,155,1
0,96,171,1
0,96,183,1
0,96,195,1
0,97,108,1
0,97,109,1
0,97,118,1
0,97,164,1
0,97,187,1
0,97,197,1
0,97,198,1
0,98,100,2
0,98,102,1
0,98,118,1
0,98,133,1
0,98,153,1
0,99,136,1
0,99,140,1
0,99,147,1
0,99,154,1
0,99,155,1
0,99,174,2
0,99,177,1
0,99,181,1
0,100,115,1
0,100,118,1
0,100,125,1
0,100,135,1
0,100,140,1
0,100,155,1
0,100,180,1
0,100,183,1
0,100,186,1
0,100,187,1
0,100,188,1
0,101,114,1
0,101,115,1
0,101,129,1
0,101,142,1
0,101,146,1
0,101,150,1
0,101,170,1
0,101,172,1
0,102,104,1
0,102,120,1
0,102,164,1
0,102,174,1
0,102,182,1
0,103,111,1
0,103,118,1
0,103,131,1
0,103,140,1
0,103,152,1
0,103,160,1
0,103,186,1
0,103,189,1
0,104,122,1
0,104,124,1
0,104,131,1
0,104,147,2
0,104,152,1
0,104,153,1
0,104,159,1
0,104,162,1
0,104,174,2
0,104,184,1
0,105,116,1
0,105,144,1
0,105,164,1
0,105,168,1
0,105,187,1
0,105,190,1
0,105,192,1
0,106,118,1
0,106,120,1
0,106,125,1
0,106,158,1
0,106,166,1
0,106,167,1
0,106,171,1
0,106,174,3
0,106,199,1
0,107,123,2
0,107,127,1
0,107,134,1
0,107,144,1
0,107,176,1
0,108,112,1
0,108,120,1
0,108,137,1
0,108,138,1
0,108,145,1
0,108,176,1
0,108,180,1
0,108,185,1
0,108,187,1
0,108,188,1
0,108,189,1
0,108,190,1
0,108,198,1
0,109,116,1
0,109,148,1
0,109,156,1
0,109,170,1
0,109,190,2
0,110,132,1
0,110,133,1
0,110,136,1
0,110,161,1
0,110,162,1
0,110,163,1
0,110,166,1
0,110,177,1
0,110,192,1
0,111,118,1
0,111,137,1
0,111,140,1
0,111,177,1
0,111,181,1
0,111,183,1
0,112,133,1
0,112,149,1
0,112,165,1
0,112,179,1
0,112,198,1
0,113,119,1
0,113,124,1
0,113,157,1
0,113,178,1
0,114,127,1
0,114,132,1
0,114,138,1
0,114,160,1
0,114,169,1
0,114,175,1
0,114,176,1
0,115,134,1
0,115,136,1
0,115,137,2
0,115,148,1
0,115,168,1
0,115,172,1
0,115,183,1
0,115,185,1
0,115,196,1
0,116,122,1
0,116,142,1
0,116,163,2
0,116,168,1
0,116,182,1
0,116,192,1
0,116,193,1
0,117,122,1
0,117,123,1
0,117,130,1
0,117,139,1
0,117,189,1
0,117,196,1
0,118,126,1
0,118,146,1
0,118,176,1
0,118,180,1
0,118,182,1
0,118,186,1
0,119,160,1
0,119,164,1
0,119,173,1
0,120,122,1
0,120,142,1
0,120,167,1
0,120,189,1
0,120,190,1
0,120,195,1
0,121,122,1
0,121,125,1
0,121,153,1
0,121,155,1
0,121,170,1
0,121,195,1
0,121,197,1
0,122,124,1
0,122,132,1
0,122,134,1
0,122,161,1
0,122,179,1
0,122,186,1
0,122,190,1
0,123,130,1
0,123,154,1
0,123,164,1
0,123,166,1
0,123,170,1
0,123,175,1
0,123,198,1
0,124,130,1
0,124,147,1
0,124,174,1
0,124,179,1
0,124,184,1
0,124,186,1
0,124,190,1
0,125,130,1
0,125,148,1
0,125,160,1
0,125,181,1
0,125,183,1
0,125,193,1
0,125,194,1
0,126,127,1
0,126,130,1
0,126,132,1
0,126,134,1
0,126,137,1
0,126,160,1
0,126,165,1
0,126,188,1
0,127,143,1
0,127,146,1
0,127,147,1
0,127,154,1
0,127,166,1
0,127,177,1
0,127,181,1
0,127,182,1
0,127,189,1
0,127,197,1
0,128,146,1
0,128,152,2
0,128,156,1
0,128,180,1
0,129,136,1
0,129,137,1
0,129,168,1
0,129,183,1
0,129,192,1
0,129,195,1
0,129,198,1
0,130,133,1
0,130,176,1
0,130,184,1
0,130,189,1
0,130,190,1
0,131,132,1
0,131,134,1
0,131,141,1
0,131,147,1
0,131,151,1
0,131,157,1
0,131,177,1
0,131,187,1
0,132,142,1
0,132,171,1
0,132,184,1
0,132,189,1
0,134,143,1
0,134,146,1
0,134,176,1
0,134,185,1
0,135,137,1
0,135,143,1
0,135,158,1
0,135,193,1
0,135,198,1
0,136,171,1
0,136,181,1
0,137,150,2
0,137,158,1
0,137,177,1
0,137,194,1
0,138,142,1
0,138,154,1
0,138,164,1
0,138,175,1
0,138,177,1
0,138,186,1
0,138,191,1
0,139,152,1
0,139,157,1
0,139,171,1
0,140,142,1
0,140,151,1
0,140,157,1
0,140,181,1
0,141,179,1
0,142,182,1
0,143,159,1
0,143,169,1
0,143,170,1
0,143,177,1
0,143,179,1
0,143,196,1
0,144,146,1
0,144,168,1
0,144,184,1
0,145,177,1
0,145,193,1
0,146,172,1
0,146,178,1
0,146,179,1
0,146,190,1
0,147,163,1
0,147,165,1
0,147,166,1
0,147,167,1
0,147,179,1
0,147,188,1
0,147,190,1
0,147,198,1
0,148,157,2
0,148,159,1
0,148,167,1
0,148,177,1
0,148,187,1
0,148,198,1
0,149,172,1
0,150,157,1
0,150,158,1
0,150,159,1
0,150,160,1
0,150,163,1
0,150,165,1
0,150,168,2
0,150,172,1
0,150,175,1
0,151,159,1
0,151,198,1
0,152,176,1
0,152,181,1
0,153,164,1
0,153,191,1
0,154,161,1
0,154,163,1
0,154,167,1
0,154,179,1
0,154,196,1
0,155,161,1
0,155,197,1
0,155,199,1
0,156,160,1
0,156,161,1
0,156,165,1
0,156,169,1
0,157,167,1
0,157,181,1
0,158,159,1
0,158,160,1
0,158,181,1
0,158,190,1
0,158,192,1
0,159,160,1
0,160,163,1
0,160,168,1
0,161,167,1
0,161,196,1
0,161,198,1
0,162,174,1
0,162,187,1
0,162,193,1
0,163,180,1
0,163,199,1
0,164,169,1
0,164,189,1
0,164,196,1
0,165,170,2
0,166,192,1
0,167,184,1
0,167,192,1
0,167,194,1
0,167,198,1
0,168,170,1
0,168,175,1
0,168,182,2
0,169,171,1
0,169,175,1
0,170,171,1
0,170,188,1
0,170,191,1
0,171,194,1
0,172,191,1
0,172,197,1
0,173,177,1
0,173,199,1
0,174,176,1
0,174,183,1
0,174,190,2
0,175,191,1
0,175,198,1
0,176,179,1
0,176,190,1
0,177,184,1
0,177,187,2
0,177,196,1
0,178,188,1
0,178,192,1
0,179,190,1
0,180,195,1
0,180,198,1
0,182,199,1
0,183,186,1
0,183,190,1
0,183,196,1
0,184,198,1
0,186,193,1
0,186,196,1
0,187,191,1
0,188,192,1
0,189,199,1
0,190,191,1
0,195,197,1
1,2,4,5
1,2,7,1
1,2,14,19
1,2,15,2
1,2,17,1
1,2,21,1
1,2,29,1
1,2,30,1
1,2,35,23
1,2,45,1
1,2,48,5
1,2,49,1
1,2,58,1
1,2,60,2
1,2,62,1
1,2,73,1
1,2,88,1
1,2,89,1
1,2,90,1
1,2,91,1
1,2,108,1
1,2,122,2
1,2,132,1
1,2,142,1
1,2,164,1
1,2,176,2
1,2,181,1
1,2,188,1
1,2,198,1
1,3,28,1
1,3,31,1
1,3,46,1
1,3,52,1
1,3,71,1
1,3,88,1
1,3,96,1
1,3,123,1
1,3,128,1
1,3,130,1
1,3,133,1
1,3,135,1
1,3,141,1
1,3,150,1
1,3,153,1
1,3,155,1
1,3,157,1
1,3,158,1
1,3,176,1
1,3,177,1
1,3,178,1
1,3,187,1
1,4,5,1
1,4,6,1
1,4,14,2
1,4,35,2
1,4,38,1
1,4,43,1
1,4,48,3
1,4,52,1
1,4,59,2
1,4,64,1
1,4,65,1
1,4,66,1
1,4,67,1
1,4,89,1
1,4,92,1
1,4,106,1
1,4,114,1
1,4,116,1
1,4,120,1
1,4,133,1
1,4,134,1
1,4,136,1
1,4,152,1
1,4,156,1
1,4,168,1
1,4,173,1
1,4,174,1
1,5,6,2
1,5,25,1
1,5,48,1
1,5,57,1
1,5,67,1
1,5,78,1
1,5,83,1
1,5,87,1
1,5,97,1
1,5,110,1
1,5,123,1
1,5,128,1
1,5,165,1
1,5,169,1
1,5,192,1
